title,city,province,price_start,price_end,price_interval,price_currency,description,date,expertise,type,functions,sectors,portal
reclutador digital  100  remoto,,En remoto,,,,euro,reclutador digital 100  remoto queremos encontrar persona apasionada ventas online marketing digital  emprendedora  proactiva económicamente independiente realizar tarea prospección potenciales clientes consecuente cierre  única misión crear campañas creativas acordes marca incrementar base datos  seo  digital marketing ,2020-10-21,,,,,indeed
customer marketing manager,Barcelona,Barcelona,,,,euro,job description based barcelona  qustodio fast growing internet safety startup whose mission provide safe digital experience every child  top product multi platform parental control solution used loved hundreds thousands families worldwide  one leading brands worldwide digital wellbeing category  ’ looking full time customer marketing manager join marketing team  mission  customer marketing manager  main duty focus building long term customer relationships  responsible development consumer relation strategies increase user success  engagement  loyalty satisfaction well execution  continuous refinement multi channel user relations  looking someone extensive cross functional collaboration  strong analytical  good communication excellent project managerial skills enable effectively execute multiple responsibilities  responsibilities  turn customer behaviour metrics growth opportunities help customer succeed meeting business goals  build multi channel client communication strategies vision growing consumer loyalty increasing lifetime value business  ensure consistency consumer contact initiatives  collaborate product  customer support departments effort develop launch suitable initiatives  manage third party vendors order improve consumer communications  run crm campaigns introduce new capabilities purpose meeting emerging business needs changing market trends  track analyse success metrics related customer marketing customer satisfaction  requirements requirements skills  proven work experience customer marketing similar role experience saas beneficial experience crm marketing automation tools strong analytical mindset orientation towards results strong communication skills strong strategic vision self motivated individual work tight schedules meet deadlines fluent english relevant university degree equivalent offer  great question  reasons  great culture  friendly emphasises teamwork fun company home 15 nationalities flexible working hours  possibilities work,2020-10-20,,,,,indeed
inspector a industrial maquinaria ,Alcobendas,Madrid,,,,euro,importante multinacional líder sector calidad precisa incorporar un a inspector a industrial área seguridad máquinas  ofrecemos oportunidad trabajar contexto internacional  multisectorial competitivo  planes específicos capacitación carrera  cuyo objetivo crecimiento desarrollo continuo  buscamos personas experiencia área seguridad industrial asesoramiento técnico evaluación cumplimiento directiva seguridad máquinas 2006 42 ce  rd 1215 1997 normativa armonizada aplicación  funciones desarrollar siguientes  evaluación situación legal referente marcado ce máquinas líneas producción verificación ensayos funcionales seguridad sobrecarga maquinaria  verificación cumplimiento norma 13849 1 fiabilidad funciones seguridad máquina  cálculo pl   verificación esquemas eléctricos  hidráulicos neumáticos evaluar cumplimiento normas armonizadas seguridad correspondientes  asesoramiento marcado ce máquinas anexo iv potencialmente peligrosas  inspección adecuación máquinas rd 1215 auditor segunda tercera parte procesos productivos ¿qué ofrecemos  contrato indefinido buen clima laboral teletrabajo horario flexible desarrollo carrera personas mayor recurso  buscamos constantemente nuevos talentos  únete grupo  licenciatura ingeniería mecánica similar experiencia previa menos 3 años área seguridad industrial asesoramiento técnico evaluación cumplimiento directiva seguridad máquinas,2020-10-21,,,,,indeed
product manager,,En remoto,,,,euro,nextail  looking add product manager build one fastest growing enterprise software companies europe  backed leading venture capital firms  new team member instrumental deliver world class product improve retail experience  product manager work closely cross functional squads define new product features aligned team vision client needs  ideal candidate would someone loves tackle complex issues come best solutions technology  demonstrated able create successful products  addition  role offers continuous learning experience  new team member join product team  working vp product  transmit goals vision product stakeholders  especially technical team  help define product vision  strategy roadmap receive feedback different nextail teams clients  take full ownership product ’ building  including prioritisation new features improvements existing ones  deliver product roadmap best quality standards  perform business product kpi analysis  create promote product culture ways working become key ambassador nextail ’ product internally externally  document product ’ functionality communicate feature releases clients  coordinated customer success team  offer highly innovative fast paced environment  startup  expect find team interesting mix business profiles  geeks  data scientists  fashion tech startup  fashion victims  satisfaction building top team contributing development cutting edge artificial intelligence  machine learning technologies build next generation enterprise software  opportunity work people diverse backgrounds extensive experience technology  retail  consulting entrepreneurship  flexibility remote work office hours  use advanced collaborative tools  periodic company get togethers meet rest team  flexible compensation plan includes fixed  variable salary well,2020-10-21,,,,,indeed
product manager,Málaga,Málaga,,,,euro,workshop tech company develops incredible software online gaming industry  living motto “ fearlessly forward  ” innovation centre everything  whether ’ games  new products technologies  understand great ideas come great people  great people thrive ’ trusted challenge  change  improve  perfect products processes our strength lies diversity skills  comes diversity people  workshop committed diverse inclusive workplace learn  trust  value collaboration  welcome candidates genders  gender identity expression  sexual orientation  disability  physical appearance  body size  race  age  nationality  belief  lack thereof   programming language preference  equal opportunity employer  offer pleasant  supportive place work – whoever  ’ place try new ideas  take risks  move fearlessly forward  fiercely world class marketing technology division expanding need people like  love  always looking better way ’ afraid take risks make something really great  ’ sort person  come help us grow new malaga publishing office  join team creative technologists developers offer wide range skills services  including front backend web development  mobile development  app development  involved kick last code push  turn ideas digital experiences  ’ product manager report business manager responsible overall end to end success web properties spearheading technical requirements  product roadmaps  seo enhancements  new product features  auditing analytics   audit support success web properties drive engagement new traffic defining requirements  content strategies  search optimization key features attract,2020-10-21,,,,,indeed
business analyst  digital manufacturing  configuration ,Esplugues de Llobregat,Barcelona,,,,euro,position snapshot nestlé barcelona  spain headquarters technical  production – digital manufacturing team reporting senior product manager  digital manufacturing full time work location optional remote working bachelor degree computer science  engineering  systems analysis  related studies experience 5 years experience three aveva products  omi  intouch  historian  system platform  etc   engineering solution disciplines along background mes automation  integration position summary passionate applications used manufacturing environment exciting new technologies used dynamic environment  position work different product groups globally provide expertise guidance aveva product suite well applications within digital manufacturing space  role responsible ensure consistency reliability application configuration well ensuring best practices defined adhered  role focus applications digital manufacturing area define efficient robust way configure utilize applications factory floor  day life  works digital manufacturing team suppliers defining best ways configuring implementing aveva products provides documented solutions regarding configuration implementation writes maintains test scripts performs application integration testing subject matter expert aveva products  omi  intouch  system platform  historian  oi  etc   troubleshooting analysis reviews development  agile methodology  provides appropriate training regions system integrators make successful bachelor degree computer science  engineering  systems analysis  related studies experience 5 years experience combination manufacturing  engineering  and or automation  experience implementing integrating aveva products experience worked global environment virtual teams excellent english communication skills applied different stakeholders  nationalities  mediums  face to face remote  proven ability work agile project teams join us ,2020-10-21,,,,,indeed
testing engineer,Madrid provincia,Madrid,,,,euro,like everything run smoothly  consider testing crucial software development passionate software quality  welcome gmv  n t know us yet  engineering innovation company works different areas  one space  participate flight segment activities  satellite navigation  ground segment  data processing space mission support among many others  part testing software galileo team full talent desire innovate whose mission integration  validation verification software  want part team  team learn elements make control center  carry integration  verification validation tasks  including example  complete control center sw installation test environment preparation  including continuous integration test automation test preparation  execution reports test tool development configuration management possibility travel  germany  italy  install run tests knowledge tools related v  v activities  management requirements  tests  doors  qtest  test link test rail incident  ticket management   jira  bugzilla redmine source code management  like  git svn offer  join gmv team culture entering technological innovative projects within multicultural multidisciplinary teams  professional career development training plan  able acquire perfect knowledge technologies use well skills  also offer language learning program  flexible  flexible hours intensive working hours summer months  addition  work home improve work life balance  care well being  private health insurance dental accident insurance  able make part salary flexible flexible salary plan several options restaurant tickets  childcare tickets  medical insurance family member … join team activities  events sports competitions ,2020-10-21,,,,,indeed
community manager luxury e commerce  turno tardes ,Barcelona,Barcelona,,,,euro,descripción compañía lux  cia nace año 2014  empieza boom instagram sitúa marca emergente e commerce referente influencers momento  llegando momento trabajar vips europeas españoles 1 2 millones seguidores  actualmente iniciando proyecto sector lujo e commerce formarías parte  descripción puesto buscamos persona conocimiento mundo lujo posibilidad realizar convenio prácticas dar apoyo lanzamiento nueva marca lujo  funciones  analizar métricas influencers  gestionar redes sociales  búsqueda sinergias  imprescindible ser resolutivo buena redacción  imprescindible dominio inglés escrito  dominio redes sociales conocimiento celebrities nacionales internacionales búsqueda contenido  jornada laboral prácticas teletrabajo tardes  convenio remunerado obstante cada mes 10 prendas marca escoger adaptará cada candidato según necesidades  perfil requiere  disponibilidad horas prácticas tardes ne  dotes redacción búsqueda contenidos  buen nivel inglés ,2020-10-21,,,,,indeed
product owner,Barcelona,Barcelona,,,,euro,description meet beezy  beezy one best companies ever know  founded 2013  beezy continuously providing world class enterprise collaboration solution microsoft office 365  headquartered california  awesome development team found barcelona  madrid oporto  looking product owner help beezy organize  prioritize assess work scrum team  main responsibilities include gathering feature requests scheduling releases  coordinating sprints  successful role  able identify user needs work cross functional teams manage product releases  ultimately  help us roll out products deliver company vision  responsibilities day to day looks like  develop user stories define acceptance criteria groom prioritize backlog set sprint goals write acceptance tests follow progress work address production issues sprints refine agile methodology based results client feedback keep track industry trends requirements work experience product owner similar role product management familiarity agile must familiarity jira technical background knowledge software development web technologies team spirit good communication abilities good organizational skills life beezy full time position  40 hours  work best industry great working atmosphere  come try  flexible schedule possibility working home training budget get ready experience lifetime  join us   candidates must legally eligible work european union ,2020-10-21,,,,,indeed
cloud engineer junior,,En remoto,,,,euro,edrans hiring aws devops join cloud engineering team  create implement highly scalable  flexible resilient cloud architectures address customers  business problems  position  help organizations understand best practices around cloud based solutions migrate existing workloads cloud  looking dynamic creative people  willing take challenges generate impact  help clients design flexible scalable solutions  work complex challenges large scale computing  roles responsibilities  build solid knowledge base aws cloud services cloud ecosystem  educate clients sizes value proposition cloud services  attend training sessions clients considering already using aws  collaborate experienced cloud engineers design share knowledge best practices among aws community  required skills  experience architecture  operation solutions based cloud service providers  aws  experience kubernetes helm experience working unix like environments  knowledge python  golang  javascript scripting languages fluent english availability travel abroad preferred skills  experience working infrastructure code  terraform  cloudformation  etc   aws certification experience serverless technologies offer  birthday day  direct contact clients opportunity share ideas participation projects cutting edge technologies aws trainings certifications professional growth flex time  full remote english lessons free opportunity share experience  projects  whatever would like share others annual performance review others  location  barcelona  spain shift  monday friday  flexible 9 18hs remotly coronavirus come back office  interested part team edrans  hesitate sending us resume tell us bit  apply contact us via email opportunities  edrans com working edrans based buenos aires barcelona  edrans service management outsourcing,2020-10-21,,,,,indeed
business analyst  digital manufacturing  integration ,Esplugues de Llobregat,Barcelona,,,,euro,position snapshot nestlé barcelona  spain headquarters technical  production – digital manufacturing team reporting senior product manager  digital manufacturing full time work location optional remote working bachelor degree computer science  engineering  systems analysis  related studies experience 5 years experience three aveva products  intouch  historian  system platform  etc   engineering solution disciplines along background mes automation  integration position summary passionate integration automation devices  iiot  plc ’  etc  challenging business manufacturing environment  role work different product groups globally provide expertise guidance best ways integrate digital manufacturing applications ot devices automation layer  role responsible ensure consistency reliability integration products automation layer well ensuring best practices defined adhered  role focus defining communication integration manufacturing devices application layer efficient robust way  day life  works digital manufacturing team suppliers defining best ways integration products  dmo  aveva  etc   ot layer  plc  scales  checkweighers  printers  iiot devices  etc   provides documented solutions regarding integration writes maintains test scripts performs integration testing subject matter expert aveva products  intouch  system platform  historian  oi  etc   subject matter expert opc  automation layer  device integration  etc  support interface layer digital manufacturing applications automation layer troubleshooting analysis reviews development  agile methodology  provides appropriate training regions system integrators make successful bachelor master degree information systems  computer science  engineering related field  equivalent work experience 5,2020-10-21,,,,,indeed
manager  localization,Barcelona,Barcelona,,,,euro,vistaprint ’ customer experience marketing organization serves  inspires delights customers – helps others organization  simplest interaction website people take advertising communications  obsessed delivering value  know customers ’ needs strive exceed expectations  touching every element business  ’ grow build vistaprint brand  reach new audiences offer best possible experience every customer  localization team vistaprint consist program managers project managers leading requests localization services internal partners coordinates delivery translated text extensive network outsourced freelance translators  addition  team responsibility establishing handling processes technologies support vistaprint ’ localization project workflows  ensuring translations delivered highest quality meet expectations  vistaprint ’ customers see experience localized text throughout company ’ marketing web sites across 20 worldwide markets  team  small  takes immense pride playing meaningful role enabling vistaprint reach goal helping customers realize dreams every day   · run  mentor develop localization team members lead performance reviews  set goals  identify career pathing options direct reports provide communicate strategic vision roadmap team setting goals objectives group actively take on directly lead variety program management localization projects  “ hands on ” role manager encouraged lead example  develop evangelize localization solutions collaboration internal external resources vendors  analyse business needs recommend best approaches support company wide initiatives evaluate existing workflows technology solutions  anticipate requirements  identify improvement areas  develop implement optimization strategies build excellent relationships internal teams  educate advise localization journey representing voice global customers  act lead point contact global technology teams support evangelize translation standard,2020-10-21,,,,,indeed
associate data product manager,Barcelona,Barcelona,,,,euro, vistaprint ’ data analytics  dna  organization working make company one world ’ well known successful data driven companies  cross functional team includes product owners  analysts  technologists  data engineers – focused providing vistaprint information tools use deliver jaw dropping customer value  dna team members empowered learn new skills  communicate openly active problem solvers  team responsible building products create strengthen dna ’ forecasting capability  build time series models inform vistaprint ’ sales operations planning processes  provide business performance baselines “ early warning ” systems  support ad hoc time series use cases  passionate building tools help drive insights action  might role   partner stakeholders within data analytics  dna   well across lines business central functions  understand technical strategies  translate concrete actions results cross functional customer focused analytics team  design lead standardized communication documentation process various business partners data product status roadmap  create end to end data product backlogs build technological capabilities related new tech stack  work snowflake  looker  databricks  design  set implement proofs concept  pocs  enhancing team ’ expertise  ensure high standards methods  speed execution learn new insights strong impact business consumers set team ceremonies cadence monitor whether work delivering expected value  raise roadblocks leadership team members resources insufficient qualifications  bachelor ’ degree business technology work experience analytics  data science  technical roles  ideally supporting forecasting  time series  business planning analysis topics customer centric approach ability build products help stakeholders better understand customer behavior,2020-10-21,,,,,indeed
assistant role general services operations,Madrid,Madrid,,,,euro,descripción  new tandem  searching international profile  operations general services area  within technological company  headquarters madrid  functions divided operations general services departments  general services general supervision main office madrid reservations trains planes control displacement diets billing  emission bills billing program usa provide support laboral tasks operations recruitment tasks find profiles required clients  organize documentation different projects contact suppliers via email channels including phone attention webchat offer  interesting retributive package  fixed  variable possibility work remotely  depending circumstances incorporation team believes work team  international multicultural environment full time job monday friday requisitos  university degree bilingual level english  languages would asset  knowledge different tools  gsuite  excel  powerpoint  zoom  slack  zendesk  etc  experience market investigation recruitment agencies  1 2 years  experience administration finance  valued  ideal candidate dynamic person  proactive  interest new technologies  within his her competences highlight client orientation attention details,2020-10-21,,,,,indeed
stage sap  granada  primer empleo,Granada,Granada,,,,euro,stage sap granada compañia keytech srl busca jóvenes lincenciados informatica  economicas ciencias especial dotes aprendizaje técnico informatico  trabajo equipo compromiso cumplir objetivos  proyecto formativo alrededor 6 meses  podría finalizar propuesta laboral  comprende siguientes áreas  modulos funcionales sap  sales distribution  material management  warehouse management extended warehouse management  production planning  programacion abap  gui programming  abap oo  transport management system  alv grid control  web services  etc… database hana sql candidatos seràn seguidos consultores senior podrán desarrollar actividades remoto oficinas clientes  necesaria disponibilidad viajes frecuentes españa europa  requisitos  licenciatura ingles c1  minimo b2  elementos preferenciales italiano  obligatorio principio necesario sucesivamente  residencia granada alrededores  sap   primer empleo,2020-10-21,,,,,indeed
key account manager  apps system integrator services ,Alcobendas,Madrid,,,,euro,change job  change workplace  change future  ricoh transforma negocios imaginación  claridad visión  gusta llamarlo  imagine change  equipos abrazan cambio  redescubriendo nuevas formas trabajar nunca sido tan resolutivos misión  youtransformricoh  80 años experiencia  ricoh nació tokyo  japón  actualmente distribuidos globo 200 regiones  comprometidos necesidades cliente enfoque basado conocimiento negocio través tres ofertas estratégicas bajo paraguas transformación digital  digital workplace  digital services marketing services  ¿qué buscamos  ricoh encuentra actualmente momento crecimiento expansión servicios soluciones tecnológicas  propuesta valor digital solutions  services  applications  infrastructures  communication services  backup storage  hybrid cloud consulting  plena transformación digital services company  ello buscando key account manager desarrollo negocio servicios  cuyas responsabilidades  apertura gestión nuevas ventas cliente grandes cuentas generar oportunidades partir acciones comerciales marketing  desarrollando nuevo negocio  generación demanda áreas portfolio ricoh si  foco toda parte digital   seguimiento ciclo venta oportunidades apertura cierre cliente  negociación cliente términos condiciones acuerdos  posicionamiento ricoh cliente frente posibles competidores  presentación defensa propuesta valor  identificación necesidades clientes  alinear posibles proyectos necesidades  gestión recursos internos casa poder elaborar mejor propuesta venderla cliente  gestionar flujos información  comerciales técnicos  mediante comunicación departamentos  arquitectos  project managers  services manager  etc  conseguir maximizar p  l clientes diferentes proyectos  orientación cliente olvidar necesidades internas ricoh  ¿qué necesitarás  experiencia mínima 8 10 años posiciones similares sector tecnológico ,2020-10-21,,,,,indeed
gerente desarrollo negocio  servicios agrícolas,Madrid,Madrid,,,,euro,presente 18 países europa australasia  staphyt engloba 475 empleados diferentes nacionalidades culturas múltiples perfiles  junto amplia experiencia  especializada ensayos agrícolas  asesoramiento materia regulación coordinación documentos registro      buscamos persona energética ambiciosa  experiencia trabajar tiempo completo gerente desarrollo negocio  responsabilidades principales incluyen  acuerdo estrategia empresa  estrecha colaboración bud  idear estrategia desarrollo comercial así gestionar acciones comerciales relacionadas  organizar reuniones comerciales clientes actuar contacto principal  siendo responsable relaciones  gestionar desarrollar actividad clientes existentes  identificar clientes potenciales elaborar presupuesto ventas constante comunicación reportar bud  asuntos  asistir conferencias eventos relacionados actividad empresa promover ésta desarrollar mantener canales comunicación  permitan realización trabajo áreas clave cultivos importantes requisitos grado agronomía equivalente experiencia laboral demostrable mínima 5 años puesto similar dominio software arm alto nivel inglés  hablado escrito  sólido conocimiento agronómico diversos sistemas producción agrícola  diplomático  comprometido  responsable proactivo negocios capacidades comunicación fluidez gran capacidad organizativa  alto nivel atención detalle poseer cualidades líder dinámico autónomo  experiencia ámbito agrícola gestión empresarial esenciales  conocimiento ámbito regulación valor añadido  obligatorio  ubicación lugar trabajo negociados proceso selección  tipo puesto  jornada completa  indefinido trabajar casa ,2020-10-21,,,,,indeed
freelance alfresco community 5 0,Madrid,Madrid,,,,euro,ednon buscando perfil freelance colaborar remoto proyecto migración instalación alfresco community 5 0 desea contratar servicio migración instalación producción alfresco community 5 0 ejecuta mismo servidor roles nueva instalación actualizada  separando distintos roles distintos servidores virtuales mejorar rendimiento  base datos  postgresql   servidor documentos  servidor búsquedas  solr   etc  instalando versiones actualizadas posibles cada componente  deberá crearse entorno pre producción misma arquitectura  servicio incluirá elaboración documentación instalación formación transferencia conocimientos,2020-10-21,,,,,indeed
sales agent holland  dutch speaker ,Madrid,Madrid,,,,euro,packlink packlink want fastest growing global provider shipping services technology  building best shipping platform private customers businesses  shipping complex business small medium businesses need solution problems shipping brings day day work  technology  smbs improve shipping experience delivering premium service customers passion getting shipping right led us work 10 countries supporting customers making shipping operative simple transparent  sales crew sales team formed 17 talented sales agents hit goals target  making packlink pro solution best solution small medium companies important european market  also  team really specialization country strong local knowledge shipping solutions  culture language  goals  working packlink pro solution  main goal get potential customers fully integrated packlink pro  sending shipments selling channels amazon  woo commerce shopify platform  day day packlink  invest lot time  4 5h  speaking phone potential  receive work monthly basis  manager support analyzing performance data weekly  salesforce new best friend  team support help resolving doubts  receive lot information packlink pro new functionalities updates   one moment  packlink pro  looking want enthusiastic  sales motivated goals oriented person join us  love deal customers  explain benefits working high tech platforms part continue growing team  please continue reading  gain experience interacting customers levels worldwide  stimulating exciting role test sales skills  strategic thinking  ability focus follow structured plans  skill experience set  minimum 1 year previous experience sales customer acquisition  able multitask fast paced environment  great,2020-10-21,,,,,indeed
senior data analyst  engagement,Barcelona,Barcelona,,,,euro,notice  online recruitment senior data analyst dedicated product cooperate closely engineers designers create best experience brainly users  working part engagement product team  role measure analyze users behave  also take part exciting journey bring machine learning driven personalization brainly  recommendations influence shape individualized engagement experience currently building brainly  help deliver  become integral member data driven user oriented data analysts team  ready give support share knowledge whenever needed  top  get unique chance observe one successful polish startups operates take part developing  know us  statistics  transform world online education developing related products students  parents  teachers around globe brainly used 200 million users monthly product international reach  users 35 countries extensive knowledge base explanations frequently asked academic questions  60 million  check brainly helps students struggle learning    supporting product business owners decisions product development collecting analysing data designing analysing ab tests preparing measurement specifications new features cooperation engineers defining kpis measurement plans  creating reports dashboards working part agile product development team day to day basis  take part standups  brainstorming sessions  planning backlog refinements  would love work  experience   4 years experience digital analytics experience market research user testing plus skills systems  experience google analytics google tag manager sql knowledge excellent google spreadsheets excel skills experience ab testing statistics background tableau experience plus python experience plus attributes  analytical skills  drawing conclusions data proposing recommendations strong collaborative skills highly passionate data  creative problem solving abilities eye detail,2020-10-21,,,,,indeed
beca auditoría informática ciberseguridad,Torrelodones,Madrid,,,,euro,grupo casino gran madrid  buscamos incorporar persona prácticas área ciberseguridad  dará apoyo departamento informática  principalmente tareas relacionadas ciberseguridad  auditar sistemas información empresa  redes  programas gestión  sistemas comunicaciones  servidores  webs  bases datos  etc  análisis detección incidencias  reporte situación incidencias detectadas  resolución problemas  propuestas mejora  soporte áreas departamento  prácticas desarrollarán manera presencial oficina  través teletrabajo  tutor coordine organice calendario junto alumno  posibilidad realizar media jornada jornada completa función disponibilidad  ofrecemos ayuda estudio compensación gastos transporte  persona centrada detalle  alta capacidad analítica examinar datos obtenidos evaluar problema llegar resolución  ganas crecer formarse  imprescindible poder firmar convenio prácticas centro estudios ,2020-10-21,,,,,indeed
development team lead,Málaga,Málaga,,,,euro,workshop tech company develops incredible software online gaming industry  living motto “ fearlessly forward  ” innovation centre everything  whether ’ games  new products technologies  understand great ideas come great people  great people thrive ’ trusted challenge  change  improve  perfect products processes our strength lies diversity skills  comes diversity people  workshop committed diverse inclusive workplace learn  trust  value collaboration  welcome candidates genders  gender identity expression  sexual orientation  disability  physical appearance  body size  race  age  nationality  belief  lack thereof   programming language preference  equal opportunity employer  offer pleasant  supportive place work – whoever  ’ place try new ideas  take risks  move fearlessly forward  fiercely world class marketing technology division expanding need people like  love  always looking better way ’ afraid take risks make something really great  ’ sort person  come help us grow new malaga publishing office  join team creative technologists developers offer wide range skills services  including front backend web development  mobile development  app development  involved kick last code push  turn ideas digital experiences  ’ development team lead  guide multiple developers multiple projects  ’ interface departments stakeholders ensure success projects development team whole  ’ responsible success reports achieve mentoring  challenging supporting  ’ consider impact decisions across multiple teams connected systems  proactively solve problems occur  advancing strategic initiatives,2020-10-21,,,,,indeed
alemana nativa residente españa estudios marketing,Sevilla provincia,Sevilla,,,,euro,tebas technisches büro s l  empresa española dedica cálculo diseño estructuras alemania  austria suiza  buscamos seguir abriendo mercado  persona siguientes características   persona alemana residente españa  valorará persona alto nivel alemán  mín  c1   hablado escrito  evaluación hará empleada alemana nativa empresa   experiencia marketing trato clientes  ofrecemos   trabajar casa   salario horas trabajo   proporcionamos número teléfono empresa   flexibilidad    descartadas todas aquellas personas cumplan perfil  rogamos envíen candidaturas cumplen necesidades  tebas technisches büro s l  tipo puesto  media jornada  indefinido experiencia  marketing  1 año  requisito mínimo  educación  licenciatura grado  requisito deseable  idioma  alemán  requisito mínimo  trabajar casa ,2020-10-21,,,,,indeed
regional environmental manager – seu customer fulfillment,Madrid,Madrid,,,,euro,basic qualifications  completed bachelor ’ degree civil  chemical environmental engineering related field engineering study 6 years experience serving environmental technical resource  program specialist  program manager excellent written verbal communication skills  including comfort interfacing site regional leaders must detailed minded technically oriented comfortably deep dive engineering teams understand operations process environmental risk assessment  depth knowledge eu  country region specific experience engaging regulatory agencies permit applications experience managing change multiple site environments ability influence peers superiors must willing travel 50  regional environmental manager – seu customer fulfillment overview  team seeking regional environmental manager  rem  lead drive environmental operational excellence across customer fulfillment operations within seu  also provide technical support existing operations future expansion across european union  role based spain report business environmental leader global environmental assurance protection team  eu rem also partner operations leadership teams execute company environmental procedures ensure compliance applicable specific eu  country  state province  region local regulations  utilizing risk assessments compliance evaluations  individual lead continuous improvement initiatives minimize environmental aspects impacts communicate implement best practices  must able lead team ensure success business support  regional environmental manager responsibilities  manage execute multi site responsibilities comply air emissions  stormwater  waste  wastewater environmental related laws  regulations permits  includes required federal  state province local reporting manage execute business conformance amazon global environmental management systems effective execution amazon geo specific operational environmental procedures  monitor provide guidance site performance applicable environmental regulations  programs amazon global,2020-10-20,,,,,indeed
business development manager  agro services,Madrid,Madrid,,,,euro,present 18 countries europe australasia  staphyt brings together 475 employees different nationalities cultures  rich multiple profiles  together broad range relevant expertise  extend company specializes agricultural experiments  regulatory advice co ordination registration documents  looking experienced individual work full time basis business development manager primary duties include  according strategy company collaboration business unit director build business development strategy manage related sales actions  visit clients main contact  responsible client relationships  manage develop business existing clients  identify leads prospect prepare sales budget consistent reporting communication bud matters attend conferences industry events related business ’ promotion develop maintain communication networks enable conduct work key areas major crops key attributes required position  degree  phd equivalent agronomy minimum 5 years ’ experience similar position knowledge arm software good level english required sound agronomic knowledge varying agricultural production systems  astute business acumen  passion  influence drive well critical understanding science  strong communication skills fluency excellent organisational skills  high level attention detail attributes dynamic autonomous leader successful applicant must degree agricultural science related field  demonstrated agricultural experience business management essential  regulatory registration knowledge would advantage  compulsory  location place work negotiated part interview process  job types  full time  permanent work remotely  yes,2020-10-21,,,,,indeed
regional environmental manager – seu,Madrid,Madrid,,,,euro,basic qualifications  completed bachelor ’ degree civil  chemical environmental engineering related field engineering study 6 years experience serving environmental technical resource  program specialist  program manager excellent written verbal communication skills  including comfort interfacing site regional leaders must detailed minded technically oriented comfortably deep dive engineering teams understand operations process environmental risk assessment  depth knowledge eu  country region specific experience engaging regulatory agencies permit applications experience managing change multiple site environments ability influence peers superiors must willing travel 50  regional environmental manager – seu overview  team seeking regional environmental manager  rem  lead drive environmental operational excellence across non customer fulfillment operations within seu  ex  retail  amzl  ats etc   also provide technical support existing operations future expansion across european union  role based france  spain italy report business environmental leader global environmental assurance protection team  rem also partner operations leadership teams execute company environmental procedures ensure compliance applicable specific eu  country  state province  region local regulations  utilizing risk assessments compliance evaluations  individual lead continuous improvement initiatives minimize environmental aspects impacts communicate implement best practices  must able lead team ensure success business support  regional environmental manager responsibilities  manage execute multi site responsibilities comply air emissions  stormwater  waste  wastewater environmental related laws  regulations permits  includes required federal  state province local reporting manage execute business conformance amazon global environmental management systems effective execution amazon geo specific operational environmental procedures  monitor provide,2020-10-20,,,,,indeed
teleoperador  h m ,Gijón,Asturias,,,,euro,empresa sector call center ubicada asturias  buscamos incorporar varios teleoperadores venta  h m  modalidad teletrabajo  tareas realizar siguientes  emisión llamadas  venta productos servicios  verificación datos clientes  función  teleoperador a emisión requisitos  experiencia teleoperador a venta productos y o servicios  buscamos persona dinámica  proactiva gentes  valorable residencia cercana puesto trabajo  disponibilidad realizar formación inicial  formación   finalizada   valorable formación venta atención cliente  idiomas  castellano hablado escrito correctamente ,2020-10-21,,,,,indeed
stage sap,Granada,Granada,6000,,yearly,euro,compañia keytech srl busca jóvenes lincenciados informatica  economicas ciencias especial dotes aprendizaje técnico informatico  trabajo equipo compromiso cumplir objetivos  proyecto formativo alrededor 6 meses  podría finalizar propuesta laboral  comprende siguientes áreas  modulos funcionales sap  sales distribution  material management  warehouse management extended warehouse management  production planning  programacion abap  gui programming  abap oo  transport management system  alv grid control  web services  etc… database hana sql candidatos seràn seguidos consultores senior podrán desarrollar actividades remoto oficinas clientes  necesaria disponibilidad viajes frecuentes españa europa  requisitos  licenciatura ingles c1  minimo b2  elementos preferenciales italiano  obligatorio principio necesario sucesivamente  conocimientos business management contabilidad,2020-10-21,,,,,indeed
lead generator  join team barcelona  spanish english   1590139681,Barcelona,Barcelona,,,,euro,permanent full time good sales  nice chance working us  e recruitment agency came reinvent  digitize  world human resources  growing fast looking enthusiastic sales development representative based barcelona  challenge accepted  sales development representative city job offers  spanish english  company innovative recruiting agency  positioned job boards  jb  traditional recruitment firms  service unique personalized order generate sustainable working relationships  mission find ideal job offer right candidate  right company  opportunity want develop commercial skills great acting first point contact new potential clients  awesome career plan  join start up sales development representative grow fast us  role cjo leads generator  passion expand clients portfolio open emerging markets  new job barcelona proficient spanish fluent english  speak another european language  plus   hunger chase close new businesses cold calls emails b2b daily vitamin results driven professional creativity key open markets increase sales eye business opportunities ability handle objections convince people like connect multiple stakeholders permission work spain  eu citizenship  day day work market analyze identify potential needs  leads opportunities research produce key contacts account information prospecting call contact potential clients establish relationship arrange meetings manage current client portfolio generate new opportunities fuel sales pipeline create develop new business channels sales projects cjo increase value current clients  improve conversion rates build new accounts attract develop new markets design execute commercial campaigns target opportunities personalized communications present reports commercial agreements management team optimize list products build service portfolio want offer near future,2020-10-21,,,,,indeed
